,title,price,avg_rating,taste,score,brand,description,spirit_style,state,taste_list
1269,Scapa Skiren,65.99,5.0,None,94,Scapa," HIghland, Scotland - Inspired by the summer's bright, glittering skies described in Old Norse as Skiren, this expression is exclusively matured in first-fill American oak casks for a smooth creamy sweetness with a hint of tropical fruit, citrus, and coastal heather. ",Single Malt,Highland,['none']
1270,Scottish Leader Blended Scotch,17.99,-1.0,None,-1,Scottish Leader," Scotland - Scottish Leader ORIGINAL blend brings together the finest malt and grain whiskies to create a smooth and balanced Scotch. The new developed blend, with additional malt content, retains the existing characteristics of Scottish Leader with increased body and balance. ",Blended Scotch,,['none']
1271,Sensei Japanese Whiskey,44.99,3.0,None,-1,Sensei," Japan- Sensei Whiskey is a blended Japanese Whiskey that showcases sweet notes of oak and slight caramel flavors, which are followed by light spice throughout the palate. The finish is long and smooth. ",Single Malt,,['none']
1272,Shackleton Blended Malt Scotch,34.99,5.0,None,90,Shackleton," Scotland- This whisky paves a new path for customers between blended whisky and single malt scotch. Notes of vanilla, toffee apple, and hints of marmalade and cinnamon spice. An initial wave of mollasses, freshly baked bread and mango cake. ",,,['none']
1273,Sheep Dip,35.99,3.3, Fruit . Smoke . Spice ,94,Sheep Dip," Islay, Scotland- A hand crafted scotch vatted malt whisky made from sixteen single malt whiskies aged between eight and sixteen years in first fill oak, perfectly balanced floral, fresh fruits, smoke and Islay flavors. ",Single Malt,Islay & Islands,"[' fruit', 'smoke', 'spice ']"
1274,Shieldaig 'The Classic' Blend,15.99,3.8, Delicate . Spice . Smoke . Oak . Balanced ,-1,Shieldaig, Scotland- A blend of specially selected Single Malts and grain Scotch Whiskies carefully chosen by the master blender in order to create a blend with light and satisfying flavors. Perfect as your everyday Scotch. Gold Medal and Best of Category- 2014 LA Spirits Competition ,Blended Scotch,,"[' delicate', 'spice', 'smoke', 'oak', 'balanced ']"
1275,Shieldaig 'The Classic' Blend 12Yr,21.99,4.0, Rich . Smoke . Oak . Balanced ,-1,Shieldaig," Scotland- A smooth, classic blend containing Speyside and Island malts, each matured for at least 12 years. Harmonious oak, malt, and smoke flavors with a long and elegant finish. Can be enjoyed with mixers, but best sipped slowly straight up or on the rocks. ",Blended Scotch,,"[' rich', 'smoke', 'oak', 'balanced ']"
1276,Shieldaig Highland Peaty Single Malt,15.99,3.6, Intense . Sea Salt . Peat . Balanced ,89,Shieldaig," Highlands, Scotland- From an island off of the Highland coast.This unique Single Malt brings the brine and smoke to a region known mostly for more delicate malts. Rich, complex and slowly matured. Best enjoyed straight up or with a cube or two of ice. Gold Medal SF Spirits Competition ",Single Malt,Highland,"[' intense', 'sea salt', 'peat', 'balanced ']"
1277,Shieldaig Islay Single Malt,16.99,3.2, Rich . Peat . Smoke . Balanced ,-1,Shieldaig," Islay, Scotland- A classic Islay Malt with powerful, peaty and smoky notes slowly matured in charred American oak casks. Vanilla and caramel with hints of the sea are balanced with a peppery ""catch"" on the finish. ",Single Malt,Islay & Islands,"[' rich', 'peat', 'smoke', 'balanced ']"
1278,Shieldaig Islay Single Malt 14Yr,56.99,4.5, Medium . Smoke . Spice . Balanced ,93,Shieldaig," Islay, Scotland - A fantastic, southeast Islay expression rich in smoke, peat, seaweed but delightfully balanced with honey and vanilla from 14 years in wood. A sea spray cut with nut toffee and honeyed, smoky malt. Wonderful to the core. Wine Enthusiast - Top 100 Spirits for 2017. ",Single Malt,Islay & Islands,"[' medium', 'smoke', 'spice', 'balanced ']"
1279,Shieldaig Speyside Single Malt,15.99,3.2, Rich . Fruit . Oak . Balanced ,-1,Shieldaig," Speyside, Scotland- A fine Single Malt made from malted barley. A product of Speyside, the heart of Single Malt Whisky distillation of Scotland renowned throughout the world. Complex and elegant with soft oak and fruit flavors. Double Gold Medal - San Francisco Spirits Competition. ",Single Malt,Speyside,"[' rich', 'fruit', 'oak', 'balanced ']"
1280,Shieldaig Speyside Single Malt 12Yr,27.99,4.3, Delicate . Spice . Smoke . Oak . Balanced ,92,Shieldaig," Speyside, Scotland- A fine classic Single Malt made from malted barley. A soft entry leads to a supple, dryish medium-bodied palate with sweet spice finish. Perfectly balanced. Best enjoyed neat or on the rocks. Gold Medal- San Francisco Spirits Competition. ",Single Malt,Speyside,"[' delicate', 'spice', 'smoke', 'oak', 'balanced ']"
1281,Shieldaig Speyside Single Malt 18Yr,43.99,3.9, Rich . Herbal . Oak . Long ,92,Shieldaig," Speyside, Scotland- A classic single malt with herbal and citrus notes. The finest malted barley is aged in oak barrels for at least 18 years to create an elegant and complex whisky with spice and heather aromas. Gold Medal - San Francisco Spirits Competition. ",Single Malt,Speyside,"[' rich', 'herbal', 'oak', 'long ']"
1282,SIA Blended Scotch Whisky,42.99,4.6, Delicate . Caramel . Vanilla . Butterscotch . Balanced ,96,Sia," Scotland- This Award-Winning Whisky awakens the nose with vanilla and caramel notes, then opens the palate with citrus and honey. Hint of soft smoke for a gentle warm finish. A blend of Speyside, Highland and Islay malt and grain whiskies. ",Blended Scotch,,"[' delicate', 'caramel', 'vanilla', 'butterscotch', 'balanced ']"
1283,Signatory Linkwood 1997,85.99,-1.0,None,-1,Signatory," Speyside, Scotland- A delicate hint of smoke and spice along with a dry nuttiness throughout make this 1997 expression sophisticated and complex. Very creamy with notes of fruit followed by a very long and smooth finish. ",Single Malt,Speyside,['none']
1284,Single Cask Nation Ardmore 8 Year,94.99,-1.0,None,-1,Single Cask Nation," Highland, Scotland- One for the peat lovers. Smoky and salty with an unmistakable coastal quality. Complex character with notes of dark chocolate and hints of dried cherry skins. ",Single Malt,Highland,['none']
1285,Single Cask Nation Ben Nevis 20 Year,189.99,-1.0,None,-1,Single Cask Nation," Highland, Scotland- Sherry cask matured. A complex, multi-layered whisky with great weight. Opens on candied nuts and spun sugar before becoming dense and fruity mid-palate with dark cocoa and coffee notes. Finishes with a rich sweetness. ",Single Malt,Highland,['none']
1286,Single Cask Nation Girvan 10 Yr,79.99,-1.0,None,-1,Single Cask Nation," Lowland, Scotland- Single Cask Nation's Girvan 10 year is bright and citrusy with a creamy mouthfeel, luscious candied fruits, hints of pepper, and seasoned oak. Perfect for sipping. ",Single Malt,Lowland,['none']
1287,Single Cask Nation Glenrothes 8 Year,94.99,-1.0,None,-1,Single Cask Nation," Speyside, Scotland- Sherry cask matured. This rewarding dram is malty and salty to begin, followed by waxy, tropical fruit notes that transition into a sweet and spicy finish. ",Single Malt,Speyside,['none']
1288,Single Cask Nation Glentauchers 8 Year,94.99,-1.0,None,-1,Single Cask Nation," Speyside, Scotland- Sherry cask matured. Sweet and spicy with a pleasing warmth. The spicy and malty nose gives way to rich fruit and dark chocolate notes on the palate before transitioning into a satisfying finish. ",Single Malt,Speyside,['none']
1289,Singleton 28 Yr Limited Edition,459.99,-1.0, Rich . Creamy . Honey . Balanced ,-1,Singleton," Speyside, Scotland- Creamy fruit with creme brulee that moves into a hint of herb and honey. Herbaceous with raspberry on the palate. Finishes minty with a hint of mustiness. Enjoy on the rocks! ",Single Malt,,"[' rich', 'creamy', 'honey', 'balanced ']"
1290,Singleton 38 Yr Special Release,1999.99,-1.0, Rich . Oak . Spice . Toffee . Long ,-1,Singleton," Speyside, Scotland - This special release single malt has aromas of vanilla, toffee, oak and grasses with notes of white pepper. The palate is warming with oak notes, a hint of melon, and spices. The finish is long and pleasant. Sip neat. ",Single Malt,,"[' rich', 'oak', 'spice', 'toffee', 'long ']"
1291,Singleton Of Gledullan 12 Yr,25.99,4.0,None,-1,Singleton," Speyside, Scotland- Smooth, sweet, richly fruity and rounded; just the right balance of complexity with plenty of rich, sweet flavour and a clean finish. Light to medium body with a short, creamy-smooth and slightly drying finish. ",Single Malt,Speyside,['none']
1292,Singleton Of Glendullan 15 Yr,39.99,-1.0,None,-1,Singleton," Speyside, Scotland- A very well balanced whisky that is richer, rounder and sweeter than younger expressions, and also has an attractive spicy finish. Medium to full bodied and soft with a smooth, light toasty oak, and well balanced finish. ",Single Malt,Speyside,['none']
1293,Singleton of Glendullan 18 Yr,65.99,-1.0,None,-1,Singleton," Speyside, Scotland- The driest and most mature malt in the Singleton of Glendullan stable has a clear structure yet still retains its central core of sweet fruit. Medium to full bodied with good viscosity. Very soft, smooth texture with fresh acidity. Finishes soft, dry, and rounded. ",Single Malt,Speyside,['none']
1294,Sir Edward's 12yr Blended Scotch,19.99,3.6, Rich . Oak . Balanced ,-1,Sir Edward's, Scotland- Aged for a minimum of 12 years this scotch whisky is distilled and then matured in oak barrels according to the pure tradition of the Scottish master blenders. Gold medal - Scotch Whisky Masters 2011. Gold Medal - San Francisco Spirits Competition. ,Blended Scotch,,"[' rich', 'oak', 'balanced ']"
1295,Sir Edward's Blended Scotch Whisky,12.99,4.3, Light . Oak . Balanced ,-1,Sir Edward's," Scotland- Sir Edwards is distilled and then matured in oak barrels. Refined, aromatic and woody, long on the palate with a clean, round flavor, it reveals all the finesse of an outstanding Scotch blend. Silver Medal- San Francisco Spirits Competition. ",Blended Scotch,,"[' light', 'oak', 'balanced ']"
1296,Smokehead Single Malt Scotch,47.99,2.7,None,91,Smokehead," Islay, Scotland- A rich, seaweedy and intensely peaty whisky. The flavor is fresh, fruity and immense, with notes of sherry, iodine, toffee, smoke and sea salt all fighting for recognition. A really vigorous whisky. ",Single Malt,Islay & Islands,['none']
1297,Smokey Joe Islay Malt Scotch Whisky,36.99,4.3, Intense . Smoke . Peat . Long ,-1,Smokey Joe," Islay, Scotland - Scotch Whisky from the Islay region. Rich amber color with engaging smoke mixed with refined marine and citrus notes. Exquisite balance of smoke and peppery spice on the palate followed by a lingering peaty finish. Enjoy neat. Gold Medal SF Spirits Competition ",Single Malt,Islay & Islands,"[' intense', 'smoke', 'peat', 'long ']"
1298,Smokin' Blended Scotch Whisky,29.99,3.7, Rich . Smoke . Peat . Honey . Mild ,-1,Smokin'," Scotland - Whisky as it used to be. Smokin' Scotch whisky perfectly balances robust peat smoke flavors and smooth notes of toffee and vanilla. Paying homage to the legendary blends of yesteryear, renowned for their rich flavor and character. DOUBLE GOLD MEDAL - SF World Spirits Comp. ",Blended Scotch,,"[' rich', 'smoke', 'peat', 'honey', 'mild ']"
1299,Solan Number One Malt Whisky,15.99,-1.0,None,-1,Solan," India- This whisky is blended with mature Malt Spirits produced using traditional Scottish methods of malting, kneading, and distillation on vintage copper pot stills and aged in oak casks. ",Single Malt,,['none']
1300,Speyburn 10 Yr,24.99,4.3, Delicate . Lemon . Peat . Balanced ,-1,Speyburn," Speyside, Scotland- Pale gold in color with amber highlights. Fresh and clean with a strong nose of rich lemony fruitness. Dry, warm and having an unmistakable peat finish. ",Single Malt,Speyside,"[' delicate', 'lemon', 'peat', 'balanced ']"
1301,Speyburn 10yr Gift,26.99,-1.0,None,-1,Speyburn," Speyside, Scotland- Pale gold in color with amber highlights. Fresh and clean with a strong nose of rich lemony fruitness. Dry, warm and having an unmistakable peat finish. A great Gift! ",Single Malt,Speyside,['none']
1302,Speyburn 15 Yr,69.99,-1.0,None,-1,Speyburn," Speyside, Scotland- On the palate there are notes of oranges, toffee, vanilla and leather, all wrapped together with a gentle spice. The long lasting finish has a warming spice which is sweet and creamy. ",Single Malt,Speyside,['none']
1303,Speyburn 25 Yr,359.99,-1.0, Rich . Vanilla . Spice . Balanced ,96,Speyburn," Speyside, Scotland- A whisky of such rare quality has been aged in carefully selected American white oak Fino sherry and bourbon casks for exceptional depth, complexity and balance. This bright golden amber spirit has citrus fruitiness with a smooth vanilla and spice finish. ",Single Malt,,"[' rich', 'vanilla', 'spice', 'balanced ']"
1304,Speyburn Arranta,28.99,5.0,None,-1,Speyburn," Scotland- Inspired by the Gaelic word meaning 'intrepid and daring'. Rich and golden in color with toffee, vanilla, honey, coconut and spice on the nose. Bold and full-bodied with a long-lasting finish of spicy, citrus and honey notes. Enjoy! ",Single Malt,Speyside,['none']
1305,Speyburn Bradan Orach,24.99,4.0, Rich . Citrus . Oak . Long ,-1,Speyburn," Speyside, Scotland- Fruity, malty nose with orchard fruits, blossom and hints of light citrus. Palate is fruity and balanced, with lots of creamy vanilla and hints of spice and oak. Finishes long, with oak and spice notes. ",Single Malt,Speyside,"[' rich', 'citrus', 'oak', 'long ']"
1306,Speyburn Companion Cask,29.99,-1.0, Rich . Citrus . Vanilla . Wood . Complex ,-1,Speyburn," Speyside, Scotland- A tribute to enduring connection and tradition shared by Speyside and Kentucky. Aged in Kentucky's finest bourbon casks for sweet, creamy vanilla and citrus notes and a warm, smooth finish. ",Single Malt,Speyside,"[' rich', 'citrus', 'vanilla', 'wood', 'complex ']"
1307,Speyburn Single Malt 1995,154.99,-1.0,None,-1,Speyburn," Scotland- This 10 year old single malt is matured in a combination of American Oak ex-bourbon and ex-sherry casks. Medium bodied with hints of toffee and butterscotch and a long, sweet finish. ",Single Malt,Speyside,['none']
